product_name,product_review,user_rating
V.S.O.J.,"Look - basically black with a nice tan head and lacing
Smell - So much barrel with a molasses and hints of dark fruit
Taste - like the smell, so much barrel with a great brown sugar molasses toffee raisin
Feel - medium full body with a lighter carb
Overall - outstanding and so much barrel",4.66
V.S.O.J.,"Batch 2, 2021.

One I’ve been wanting to try for awhile. Revolution Barleywine base with a higher carb than I’m used to, but doesn’t detract at all from the beautiful complexity of oak, molasses, caramel, and bourbon. Mild esters and warmth on the tail.",4.69
V.S.O.J.,12/28/2021: Poured from a 12oz can into a stemless wine glass. One of the best barleywines I've tasted. Mouthfeel and flavor are tremendous. Thanks to Josh for the share.,4.75
V.S.O.J.,"I received a can of this famous Barleywine from @fbarber in the NBS BIF #14. Can dated 6/29/2021. Poured into a Revolution Deep Wood Series glass also received from Mr. Barber. It pours a deep cola color with a fizzy, light khaki-colored head that dissipated quickly. It boasts a great Barleywine smell with toffee, brown sugar, raisin, plum, tobacco smoke, oak, and subtle but discernible bourbon. The taste is ridiculous! It's particularly fruity with lots of raisin, plum, and fig, along with loads of brown sugar and toffee, oaky char, tobacco, and a strong, hot bourbon presence. There is little bitterness. The tastes really pop; it's incredibly flavorful. Its mouthfeel is rich and creamy with appropriate and pleasant carbonation, and there's no escaping the 15% ABV; you can feel the alcohol burn. Overall, V.S.O.J is simply exquisite; one of the best English Barleywines I've had the pleasure to drink.",4.64
V.S.O.J.,"Received courtesy of @ovaltine in NBW BIF#14
Poured dark reddish brown with minimal head that dissipated quickly, no discernible foam either, but continuous bubbles appear from the depths of the glass.
The aroma was bourbon and malts, taste is almost sweet but isn’t, not sure how that happens. Figs, raisins, plums all swirling in the bourbon.
The taste rather follows, just more intense, amazing flavors and the 15% ABV is well hidden. Really, really good.
The feel is viscous enough to carry the weight of the flavors without being cloying. Great sipper!
OA, I think I need to find this whenever it shows up and get some.",4.74
V.S.O.J.,"Appearance - The beer poured a golden copper color with a small collection of bubbles topping the poor.

Smell - The nose was sweet. Notes of caramel and earthy malts came before the booze.

Taste - Oh my! Caramel lead the way, followed by leather and mild bourbon. The booze was so perfectly balanced that it took nothing away from the base beer. This is an example of a beer that slept well in barrels. The profile was modestly warming but certainly did not burn.

Mouthfeel - The body was thick but not cloying. It lingered just long enough to have me wanting more.

Overall - This was a fantastic beer.",5.0
V.S.O.J.,"Can. Batch 2. Little head. Caramel copper color.

Caramel, vanilla, toffee, oak. Massive barrel. Beautiful warming bourbon. The barrels are incredible. Everything is amazing here. Warming, but the 15% doesn’t show. Has some coconut as well. Light cocoa. Raisins, figs. Everything is here. This is a masterpiece.",4.71
V.S.O.J.,"Kicking the keg on b2 VSOJ at Dirty Truth. It’s really good I’ll leave the hysterics to others but I find it crushable and savorable at the same time. Nice not worth secondary price unless you have the money, glad to have come across it locally.",4.66
V.S.O.J.,"12oz. can into a Founder's snifter. Shared with schen9303.

Pours super dark for the style. A bold mahogany. No head. Sticky, oily, lace that really hangs around. Nose is loads of molasses, oak, booze, and vanilla. I also get anise, brown sugar, and caramel. Very dense and aromatic. Beer opens vanilla, caramel, and molasses. Oak and tobacco in the middle while the sweetness continues to heighten. More molasses, anise, booze, and brown sugar at the end with a sticky, lingering finish. Body is full with low carbonation. Rich and oily on the palate and goes down smooth, rich, and hot. Lingering aftertaste that sticks around for days.

This beer's worth the hype. Really solid overall and made to drink now! Doesn't need any aging.",4.51
Juice Machine,"Look...A milky orange and pretty dark. White frothy head
Smell...A murky orange with a mango hop peaches and the usual house yeast. Exceptional
Taste...a remarkable dank followed a hoppy citrus peach. A complex blend of bitter ,juice, and sweet with some hop burn. So full and flavorful. This is only the second one I have had but I have a feeling I could get used to this...HAHA
Feel...The usual but still full juicy pulpy. A full culmination of juice and dankity. a round full carbonation with plenty of lacing.
Overall...An excellent beer that I would be glad to have anytime. The intense dry hopping just makes this beer so dank an good. I have had many of their beers and Damn...This beer is very very good and recommend to everyone!!!!",4.72
Juice Machine,"Look - thick milky odd slitly bornish yellow with a nice white head and lacing though
Smell - super tropical citrus hoppy
Taste - slight night but still super tropical
Feel - full body lighter carb
Overall - just incredible. The look is odd but the smell and taste are incredible. Wish it was slightly more creamy",4.7
Juice Machine,"Juice Machine

8.2% New England style IPA by Treehouse

Poured into a tulip glass today from a pint can dated 7-12.

The body pours a dark pineapple yellow with a fluffy head. Very good lacing throughout the tasting.

Magnificent aroma. Pineapple, Orange, passion fruit, lemon notes and a dankness provide a pleasurable experience. This aroma is the feature of the NE style that I like most. Use a tulip glass and enjoy the aroma throughout.

The taste begins with a slight bitterness that quickly dissipated into a light dankness. Easy finish as the light bitterness reappears. Super easy drinking.

Mouthfeel is good, soft but not oat soft.",4.42
Juice Machine,"a: super hazy matte burnt orange color with some very light brown notes. 2 finger off-white frothy head

s: you get a punch in the face of tropical notes. loads of melon, pineapple, mango, and tangerine. peach, papaya, and apricot. sweet grapefruit and cantaloupe. some crackery malts as well

t: sweet melons, guava, strawberry kiwi, mango, and pineapple. honeydew, cantaloupe, and clementines. orange juice and a little bit of mango sorbet

m: chewy, fluffy medium mouthfeel with low carbonation

o: this ones doesn't lie. one of the juiciest NEDIPA i've ever had. it's sweet - but not from malts, it all comes from the tropical fruits and melon. seriously awesome beer",4.69
Juice Machine,"Appearance - The beer poured a shade of orange that seemed to have reddish hues. A bubbly white head topped the glass.

Smell - The nose was clean and distinct like orange soda.

Taste - As is often the case with Tree House, there was a strong orange presence. The profile was also quite green and dank like weed. Notes of melon and guava followed. There were notes of pepper/spice toward the back.

Mouthfeel - The beer had a huge body, yet still had carbonation.

Overall - This was definitely among my favorite Tree House offerings.",4.45
Juice Machine,"Tree House Brewing Co. ""Juice Machine""
16 fl. oz. can coded ""BE KIND 04/21/22 06:58:17"" and sampled on 05/20/22

Notes via stream of consciousness: Juice Machine is a double NEIPA at 8.2% ABV, It's poured a murky orange and gold body beneath a two finger thick head of slightly yellowed off-white foam. The aroma suggests orange, mango, papaya, and a hint of grapefruit. The taste is fuller, as usual, and offers up everything found in the nose along with additional notes of peach, some floral character, passionfruit, spiciness, a little bit of melon, zest of lime, some hop resins, and a touch of mint. The malt is sweetish and bready. A median bitterness balances it and it finishes dry with some hop resins and spiciness lingering. In the mouth it's medium bodied and smooth with a lot of extra proteins but also with a little bit of zing from the acidic ""hop burn"". As usual for Treehouse the head has held up really well and there's a great amount of fancy lacing throughout the entire glass. I don't know if that's because of all the extra proteins or how carefully they're processing their beers (probably both) but they always have great head retention and lacing. This is my third can of Juice Machine and I've blown through them fairly quickly because although it's full of flavor and ""dank"", it's not as ""dank"" or intense as some of their other beers. They make a few NEIPAs that are even more accessible, and this is pretty complex so I'd put this somewhere in the middle range of what they do.
Review #7,995",4.44
Juice Machine,"16 oz can poured into a wine glass. Pours a hazy yellow/orange with a billowy off-white head. Great retention and lacing - simply beautiful. Aroma and flavor feature sweet juicy tropical fruit, citrus zest, melon, creamy wheat, and hints of herbal/spicy/dank hoppiness. Mouthfeel is smooth and moderately carbonated, but not as pillowy as Green/Alter Ego/certain other single NEIPAs from TH. Just a hint of booziness. It's really good, but doesn't (for me) attain the highest level of NEIPA greatness.",4.28
Juice Machine,"On tap at Tree House, pours a hazy orange. Smell is a hoppy fruit salad. Taste follows. Incredible beer, shows why these guys are the masters of the style.",4.74
Juice Machine,"This is very nice but not perfect. Pours bright yellow, the nose is very tropical and well done. The body is thick with decent flavor but some bitter aspects and not as full as other TH beers.",4.4
Juice Machine,"Two weeks old. Can to pint glass.

Look: Pours a dark orangish yellow. Hazy and full with a foamy head leaving a thick lacing.

Smell: Sweet tropical notes of ripe mango and pineapple. Hoppy and a bit spicy.

Taste: Mango and pineapple paired with sweet orange and tangerine. Sweet, zesty and bitter. Sharp body followed by a dry finish.

Feel: Full and juicy. A bit sticky. Intense hop burn which flattens a bit as the beer warms.

Overall: Very fruity DIPA with a beautiful look and a full body. Taste-wise it's leaning more on the sweet and tropical side, which, for me, doesn't work as well with its sharp zestiness.",4.37
Juice Machine,"Consumed 1/27/22

Orange with some tangerine and yellow tones, beyond turbid and almost murky, pours with a medium sized head and fades to a few wisps, leaves some nice lacing
Aggressive without being punishing in any way, citrus, orange and tangerine juice, hints of ruby red grapefruit, lime, loads of leafy hops, herbal notes, green and woodsy aromas, resinous hops without being sticky in any way, some spicy hops, tropical flavors, mango, melon, passion fruit, as well as peach, alcohol is fairly noticeable, some sweetness and lingering overripe fruit
Medium body, smooth and slick, carbonation on the low side

Juice Machine was a pseudo-whale for me for a while. For some reason I just could not get the timing right with my trips to Tree House and releases of this beer. Unfortunately, in the last half a decade or so since this debuted, Tree House has only become better at making beer. So it's not exactly mind-blowing compared to some newer offerings. If I have any real criticism, is that there is too much going on here. But I can see how some would really dig the laundry list of fruit flavors.",4.31
Anabasis,"Exceptional example of barrel aged barley wine. If you let it open it develops very good giving layers and layers of pleasant aromas and taste. Caramel, bourbon, wood... once in a lifetime experience!",4.5
Anabasis,"Blend#4
Look - brown is so dark it’s almost black. Great rimming and lacing
Smell - so much barrel, woody and caramel. Dark fruit like fig and slight chocolate
Taste - chocolate fig caramel so much barrel, boozy warming
Feel - thick and creamy with a light carb
Overall - fantastic",4.81
Anabasis,"Drank this right after trying DO ADWTD. This one is clearly an American barleywine after having something much sweeter before it. Although it is still sweet, you can taste a hoppiness in the background. The barrel character is perfect and the body is thick, but not syrupy. World class!",4.85
Anabasis,"B4. Amazing beer from start to finish. Huge body more like a thick stout. Loads of dark fruit, booze tobacco fig and all that good stuff. Long, sticky finish. Can’t ask for much more.",5.0
Anabasis,"Delicious barleywine that I would swear is English style. Tasty bourbon barrel aspects, not too sweet but also not too thin. This was a really solid barleywine.",4.34
Anabasis,"Bottle. Dark brown pour with a fleeting off white head. Sweet caramel aromas. Big sweet caramel, brown sugar, vanilla, and chocolate highlights. Oak and booze copilots. Fantastic. Complex with a massive body. Truly this is an incredible beer.",4.74
Anabasis,"750ml bottle poured into a teku

A- pours deep brown in color with a one finger creamy khaki head that reduces to a ring

S- caramel and toffee, leather, pipe tobacco, chocolate brownie batter, walnuts, brown sugar, rich oak and bourbon

T- rich caramel and toffee up front are followed by earthy notes of pipe tobacco, booze soaked raisins, digs and dates. The finish brings out bold barrel notes, adding more caramel, vanilla, coconut, rich oak and barrel juice. The finish gives more caramel and toffee, along with oak

M- heavy body with moderate carbonation leads to a creamy mouthfeel that continues into a velvety finish",4.76
It Was All A Dream,"Pours very dark with minimal head, has occasional coconut floaters. Aroma is metallic coconut, boozy bourbon barrel, chocolate. Flavor is dark chocolate, loads of coconut, sweet vanilla, boozy middle, gentle coffee finish accompanied by a pervasive sweet maple flavor. Very thick texture, light carbonation adds to a creaminess. Overall a delicious BA adjunct stout.

6/14/22
Bomber from 2022 Wakefest
4.5 rating",4.37
It Was All A Dream,"I have been waiting a long time to drink this beer. It was very much worth the wait! Beautiful pour, tasty smell. Nice thick feel. I would do the wait again!",4.83
It Was All A Dream,12/9/2020: Poured into a snifter. Nicely thick. Coats my tilted glass. More maple and vanilla than coffee and coconut but this is very very tasty.,4.75
It Was All A Dream,"Batch 1, delicious. Maple and Coconut take the show, Coffee and Vanilla more in the background. So glad to be able to have this great stout. Thanks Tim!",4.56
Julius,Had this years ago and forgot to rate it. Fortunately a buddy made a run and grabbed 4 of these classics. If treehouse had never developed anything better this would still be a gold standard of the style. Delicious in every way.,4.6
Julius,"On draft at the brewery. Gorgeous in a tulip glass. Good mouth feel, I could definitely crush more than one of these. Tastes of citrus but not overwhelmingly so.

An excellent NEIPA but I could easily name half-a-dozen from around New England that I like at least as much. Clearly more sampling is necessary.",4.53
Julius,"Canned 7/21/22

My first foray into the Julius “family” was King Julius a couple hours ago, and after pouring this guy, I see - and smell - a lot of similarities. The regular version appears to be slightly paler than the double version, and the head dissipated more quickly as well.

The nose on this however is hitting me more in the face than “King.” I’m getting wafts of canteloupe, mango and orange, and it’s very citrus-forward. Smells fantastic.

The taste is very similar as well, although this tastes slightly more malty, and the feel is definitely nowhere near as chewy. I get much more melon lingering after the sip has faded, as well.

I sipped on King Julius for more than an hour, but I feel like I would crush the regular version all day. Great beer.",4.66
Julius,"Why is Tree House so hyped? Broad selection? OK, I get that. Rate the brewery high, but not their beers. The IPAs balanced but boring compared to a lot of others that are out there, their flagships like this one included. And I find this one a little too fizzy. I like the taste more than the feel. I'll happily drink it but wouldn't go out of my way for it (which is kind of what you have to do for Tree House).",4.09
Julius,"Tree House Brewing Co. ""Julius""
16 fl. oz. can coded ""WARM WEATHER UPON US 05/11/22 07:57:27"". Sampled on 05/13/22
$15.20/4-pk at the brewery on 05/12/22

Notes via stream of consciousness: It's poured a very cloudy brass-orange body beneath a finger's width of pillowy off-white foam. The aroma is not as bright as I thought it would be having just sampled a Juli-ish, which is their lower gravity/alcohol version of this. I'm getting some sweetish malt that's grainy but not overly so as I can smell the oats as well. It's fruity with soft orange and peach. The flavor is bright, floral, citrusy, and otherwise fruity. I'm getting orange, mango, melon, peach, passionfruit, and lime. There's some resin to it, and a touch of pine, but not as much as I found in the Juli-ish. I guess the little bit of extra malt here is covering it up. I will say that this is much better balanced and rounded though. It's got a median bitterness that keeps it in check across the palate and then leads to a dry finish. I should also note that I found a lot of ""hop bite"" in the smaller beer, but not as much here; that made it seem drier than this. There's not a lot of fruit lingering, but there is some, and it's a touch mineralish. Yeah, this is really nicely balanced. I could drink at least 4 of these in a row. How strong is it? Ahh, just 6.8%? Make that 6 in a row. In the mouth it's medium bodied but with a lot of extra proteins that makes it seem fluffier and somewhat fuller. It's gently crisp and then smooth. Based on what I'd heard of this beer I was expecting a true juice bomb that tasted like orange juice but that's not the case, this is so creamy and smooth that it comes across like an orange-creamsicle.
Review #7,967",4.62
Julius,"Hazy body, orange and peach toned; huge head, rocky and white; sticky globs of foam cling to the glass. Outstanding citrus smell; orange and tangerine; oats and other cereal grains. Complex and varied flavors; toasted grain; oats; bread crust; citrus pith; bold bitterness with a touch of phenol expression; moderate alcohol note. Heavy body; velvety; alcohol warmth and dryness

I've been curious about this popular and highly rated beer, and I'm glad my curiosity has been satisfied. It certainly earns its reputation for greatness. It exudes eye appeal, an alluring nose; balanced flavors with fine depth, and gently caresses the palate with a soft, warm dryness. A must-try beer.

Pouring temperature: 49 °F; canning data: JULIUS FOR DAYS 03/22/22",4.48
Julius,"6 weeks old. Can to pint glass.

Look: Pours a hazy orange with a white foamy head that leaves a bit of retention. No floaters.

Smell: Ripe orange and tangerine. Hints of grapefruit.

Taste: Orange, tangerine, grapefruit and peach. Medium sweetness. Slightly bitter and zesty.

Feel: Full and juicy. Nicely balanced with a zesty punch. Medium carbonation.

Overall: Probably the quintessential Tree House beer with a clear focus on orange citrus fruits. Not overly complex but outstanding in all its qualities. Perfectly executed. Very full and aromatic despite its relatively low ABV of 6.8.",4.69
Julius,"Canned 2/11/22. Pours a dark, murky orange, briefest off-white head with a few islands of foam, spotty lacing. Nose is moderate resinous hop and pine, light citrus juice, and grain. Found that it really needed to warm up before fruitier notes came out - mango, passionfruit, general sticky tropical fruit. Taste is spicy black and white pepper, grapefruit juice and peel, underripe orange, grassy hop, some hop burn. Mouthfeel is full with prickly carbonation, softer as it warms, dry on the finish, and some alcohol heat as well.",3.88
Julius,"16oz canned 12-7-21. Opened 1-15-22. Courtesy of providence.
3 finger white head rising over the rim of the glass, meringue-like. Fantastic retention. Full, sticky lacing. Opaque and orange-gold tint. Fresh citrus, mango, berries in cream in the aroma. Ripe oranges, tart tangerine and a zest-like bitterness over a creamy base. Vibrant fruit flavors. Full body, super-soft creamy mouthfeel with a pleasant bitterness. Long lasting finish with just a touch of sweetness. Top notch, upper echelon NEIPA.
World-Class.",4.69
Fou' Foune,"Look - hazy yellow fantastic rimming nice head
Smell - fruity slight tart
Taste - incredible tart fruity apricot
Feel - medium body crisp dry light carb
Overall- shocked how good it is!!!",4.56
Fou' Foune,"Bottled 8/13/20

Holy. Fucking. Hell. I’m finally having this beer, and my lucky review #777. This beer is the result of my first beer trade ever, thanks to the incredible fo5s. Much appreciated bro, I’ve had this marked as a want on here for just about 3 years. This is the #1 fruit Lambic, and has been for quite some time. It currently sits at #17 overall, and I can’t think of a better beer for my personal #777 as a very highly regarded apricot Lambic. I actually have a few trades going for different vintages of this, with updated reviews to come. Alright, I know that was a lot of numbers, let’s just get into it now

Pours an opaque pale gold with 3 fingers of creamy white head that fades to a thin cap and leaves decent lacing

This smells absolutely heavenly. Even with over a year of age on it the fruit hasn't faded like some say that it has. I'm assuming it's more prominent in a fresher batch, but it's wonderful here too. I'm picking up on aromas of jammy dried apricot, white wine vinegar, sharp oak, aged leather, white grape, earthy wheat, doughy malt, light pepper, and lemon rind

This is unreal in taste as well, and not nearly as sharply sour as the aroma would suggest. On the front end of the sip I'm tasting juicy apricot, underripe peach, wheat bread, straw, pear juice, lemon rind, and light oak. The swallow brings notes of jammy dried apricot, sharp oak, white wine vinegar, peach rings, lemon rind, crackery malt, lime juice, and old leather

A medium body pairs with gentle tingling carbonation, resulting in a crisp and tart beer. Finishes mostly dry but leaves a slight film behind on the tongue from the residual sugars

I honestly think this might be the one of the best beers I've ever had. Everything is so nuanced but flavorful at the same time. The 6% abv keeps it beyond drinkable, almost crushable, but that is not what I wanna do with this beer. I'm gonna cherish every last drop of this one. With the others I get, I'll see how it develops over time. Another massive shoutout to fo5s for this one. Cheers BA!",4.7
Assassin,"4oz pour at the brewery
A: Pitch black, no head
S: Bourbon, cocoa, touch of heat
T: Delicious & complex; bourbon/cocoa/vanilla/hints of maple & coconut
M: Full-bodied, super smooth, none of the heat of the nose
O: Very well made, very enjoyable beer",4.77
Assassin,"On tap at Ansari's in Eagan MN the other day (the 2021version). Was very excited to see this beer on tap, even at the price point ($14.99 for a 4 ounce pour).

The beer poured the expected blackish brown color, with minimal lacing and not much in the way of head retention. Still, I didn't think this was particularly unusual for a ba impy stout. On the nose, I'm picking up dark chocolate, light licorice, some vanilla and a hint of cherry. Not really getting much of any bourbon. The flavor profile replicates the nose pretty closely in this moderately sweet stout, but with a slight roasty component as well. Mouthfeel is fairly full, and the finish is pretty long. As others have noted, there's some sort of odd flavor in the finish. It's not bad, just unusual (a slight wet cardboard flavor). Alcohol is very well integrated into the flavor profile, which I appreciate.

This is a nice beer no doubt, but the accolades this beer garners is a bit of a head scratcher. Likewise, the price tag for this beer is a puzzler as well. I ordered 3 ba impy stouts at Ansari's, and the Assassin was clearly low man on the totem pole (a ba coconut stout from 608 brewing from Wisconsin was vastly superior to the Assassin). Whatever. Each to their own. This is still a pretty good impy stout, but given the ""value quotient"" for this beer, I'm pretty sure this isn't something I'll ever need to order again.",4.21
Assassin,Bottle: Poured a pitch-black color sottu with a large dark brown foamy head with good retention and some alcing. Aroma of woody bourbon notes with some light vanilla and residual sugar notes with some black chocolate notes and roasted malt notes also quite dominant. Taste is dominated by woody bourbon notes with some dark roasted malt and black chocolate notes with some vanilla and a rather dry finish. Body is full with a nice oily texture and good carbonation with some warming alcohol notes. Nice late night sipper.,4.48
Assassin,"Very thick, has a beautiful bourbon warmth and ends with the rich and thick decadence that's expected here. This would be my favorite stout on this date but we always seem to find something we like better.",4.77
Assassin,"Man, not a letdown, but… This is not Clint Eastwood in Unforgiven - nor is it that wiener kid that couldn’t see - but this one does not slay the dragon. It’s rich in flavor, but the feel is a lil light, and it has a oil oil slickness in the end.

Raul is sad.",4.33
Assassin,"smells like a 2012 stout recipe. a tad perfume-y. reminds me of the Eclipse series.... really well done. sometimes it's hard to realize something that comes close to flawless unless we have the accompanying hype, but this is very good. also makes we want to go back and find those Eclipse bottles....",4.92
Assassin,"OMG. Have this at the same time as I had KBBS- to be frank & honest about it, it was so good that it felt unfair to even think about rating with any lower then the mentioned merit in life. I had the coconut version and it was amazing! Thick, full and beautifully balanced sweet. Would love to have it again... And again",5.0
Assassin,"I was lucky enough to win the recent Assassin vertical random draw. Drove to Iowa on Friday, pick up day was Saturday.
I sampled 2020 Assassin, Term Oil and Kaiju Clash.

Look: Dark, like a stout should be.
Smell: Bourbon, Chocolate, slight Vanilla.
Taste: No adjuncts, pure BA Imperial Stout. Picking up some Vanilla on the back end.
Feel: Thinner than I expected but still nice.
Overall: Maybe the hype was too much. The beer is very good but I was not blown away.",4.29
Assassin,"2018 Bottle (Orange Wax)

A really fantastic, in-your-face whiskey barrel stout. Lots of stewed fruits cut through a whiskey potency that finishes dangerously smooth. Very impressed. Had heard some possible bottle variance, but this one was holding up exceptionally well.",4.77
Westly,Fantastic golden hue and white foam head that emits a fresh apricot orchard like aroma. The aroma is a burst of freshly cut apricots and a hint of funk. Flavor is initially the fresh apricot flavor that's mostly sweet with tartness coming in behind it. The finish though is overwhelmingly sour. Great overall but acidity is strong with this one which detracts a bit from the sweet apricot fruit like notes I enjoy most.,4.36
Westly,"Look - Fantstic yellowish color with a nice white head and lacing
Smell - sour super tartness
Taste - about the same as smell with some wood and citrus
Feel - medium body and lighter carb
Overall - not to bad, horrible smell",3.86
Westly,"2021 Release - Drank 8/24/21

Pours a bright yellowish orange, with good carbonation. Sour fruit and funk on the nose.

Taste: This one is all about the apricots. Big jammy fruit taste, that balances the sour and oak so well. Its easy to see why this is rated so high, and lives up to the hype. If you like this style, this beer is incredible.",4.96
Westly,Bottle generously shared by Seth. Cloudy yellow pour with a white head. Sour apricot aromas. Big sour apricot notes dominate. Super sour but still damn tasty. Good body and mouthfeel.,4.35
Westly,"Bottle @ RateBeer Best 2016. A later pour from the bottle, so a little bit chunky, but fine with me. Intense apricot and just overall juicy fruity quality to both the aroma and flavor. Pleasant lemon and citric acidity here without being over the top. Notes of lime, grape skin, and oak to go along with all the apricot. Really nice.",4.31
Westly,"2018 batch poured at cellar temp.

Nose is strong apricot, minimal funk. Taste follows, strong apricot, minimal funk, strong acidity on the end. Feel is effervescent, medium carb. Overall, it is a great apricot beer!

2020 batch
Very similar to 2018, I got more fruit on the nose, less on the taste with a lot less acidity, better rounded and get more of the house culture.

2020 batch rated",4.46
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"Appearance - The beer was solid black in appearance with little carbonation rising to the tan head.

Smell - The nose was very coffee forward with the barrel being detectable as well. It was not overly sweet.

Taste - At the front, there was a generous taste of coffee. It was blended with a soft chocolate presence. There was a sweetness that brought to mind marshmallow or vanilla, but it was not overly sweet or cloying. Tour the back, the sweetness combined with the mellowed heat of the bourbon.

Mouthfeel - The feel was soft and slick, with light carbonation.

Overall - This was a well designed beer that I would welcome the opportunity to sample again.",4.65
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"Look - black and thick with a nice tan head
Smell
Smell - nice coffee light Chocolate lots of barrel with a slight maple as it warms up
Taste - boozy rich malt but still that great coffee chocolate and tons of barrel
Feel - full body and creamy with a light carb
Overall - really fantastic",4.56
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"Bottle generously shared by Tony. Dark brown pour with a brown head. All kinds of coffee notes, with dark roasted malts, and bourbon highlights. There is definitely an off note here. Good body with an average mouthfeel.",3.89
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"Great beer with a stellar coffee profile. Look and mouthfeel leave a bit to be desired, but the beer makes up for it with a coffee-forward nose and flavor that is superior to the majority of beers in this style. The barrel comes through as well.",4.65
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"26 November 2020 - Beer #209 - BA Top 250 Alert!

Acquired via trade
Current Rank: #31 on Beer Advocate

Appearance: 5 - blacky black but a bit thin at the edges. The head remains as a thin halo.

Nose: 5 - I'm constantly impressed with AleSmith nailing the ratios. It's perfect stout:barrel:coffee.

Taste: 5 - ditto. Each part complements the other two perfectly. The coffee lingers on the back end very pleasantly.

Mouth: 5 - silky smooth. Slightly thick, but like velvet going down.

Overall: 5 - absolutely lives up to the hype.

Cheers!",5.0
Pliny The Elder,"Look: It pours golden and clear with a white head. Head retention is good.

Smell: It has strong grapefruit and citrus aromas with some floral elements. There are very low stone fruit elements with a touch of grainy sweetness.

Taste: It has strong grapefruit and citrus flavors with some floral elements. It is very fruity with some light berry notes.

Feel: It is smooth and incredibly hoppy and bitter without any sharp bitter notes.

Overall, this is a wonderfully easy drinking beer with plenty of flavors and aromas.",4.92
Pliny The Elder,"I can't pin anything down! I love this beer though. So many different flavor notes and aromas!

You could chug it, but why would you do that when you can enjoy the flavors?",5.0
Pliny The Elder,"Pours a beautiful golden color with a thin sticky head with medium bubbles. Hard for me to get a sense of an aroma from this brew.

Tastes of bitter grapefruit, hops and orange zest.

Leaves sticky, layered lacing. Very hoppy going into the finish.

Overall great beer, not too heavy on anything, decent bitterness but not too overwhelming. I can definitely taste the hype.",4.14
Pliny The Elder,"Appearance: Pours a clear, golden color, medium carbonation. A silky, frothy foam head. Leaves behind sticky lacing.

Aroma: A sweet, pungent hoppy aroma. Fragrant floral, citric, piney, and some herbal notes present.


Taste: A good, complex flavor profile. Starts off with a balanced blend of citrus rind, pine resin and grapefruit, and then evolves into a notable lingering tangy bitterness in the middle with some tropical fruits. All the while, subtle malts in the background compliment the whole thing, keeping it in composition. The bitterness rides all the way through the somewhat boozy finish.

Overall: This is a unique brew to say the least. Layer after layer, the aroma and flavor complexity played a game of hockey with my senses.",4.56
Pliny The Elder,"Tasted on tap at Native Son Ale house in Rancho Cucamonga, CA.

L - Served in a clear plastic Solo cup due to the bar’s location inside a giant food court with outdoor patios. Light golden color with a touch of chill haze. Pure white head started out fluffy and a finger thick, but quickly faded to little more than a ring around the glass. Head may have been impeded by the plastic cup.

S - Again the cup may have lessened the impact of the nose, as it was hard for me to get much. Nice DIPA aromas of citrus and pine with some sweet, bready malt at a lower level. Not overly distinctive nose, but hits the right notes for the style.

T - Explosion of West Coast hops, with orange and grapefruit citrus notes, along with pine resin. Maybe a hint of pineapple. A light touch of bready malt that quickly fades in the surprisingly dry finish. The beer lacks enough malt to begin to balance against the hops, as I normally expect in the style.

F - Medium body and medium to high carbonation. Monstrous hops bitterness level that burns the citrus into your tongue. Alcohol heat is hard to pick out behind the hops burn. Very dry finish that leaves the hops aftertaste to linger.

O - I was very glad to finally try this beer after years of hype but not having any opportunities in Florida or in my travels. Is it a great beer? Certainly. Is it a world’s best, or an aging example? I won’t get into that debate. I can only say that, for my palate and preferences, this lacks in malt character to stand out as an Imperial IPA. To me it is more properly called an assertive West Coast IPA, and a great one, and I’ll leave it at that.",4.43
Pliny The Elder,"Wow, have seen some sub 4 reviews of Pliny....wawhat??!! This is by far one of the best beers out there. Regardless of your hoppy beer type preference being pale ale, IPA, or stout, this DIPA will knock your socks off both with its wonderful taste as well as its effect. Pop this beer open fresh (I have only had it bottled...not on tap or canned) outta a cold fridge and get your nose on it for some wonderfully floral and hoppy aromas. At 8% this DIPA is strong and one 17.5oz bottle will set most right requiring a brief 20 min interlude before standing up quickly/getting behind the wheel to hop to the next tasting room/bar. If I could keep a constant stock of Pliny the Elder available in my fridge I would, but alas it is a rare find down here in San Diego. Should have bought a case while I had the chance while at the high-end uber boujee Seaside Market in Cardiff-by-the-Sea. Maybe they have some left....hmmmm...I'll be back!",5.0
Pliny The Elder,"Pliny is synonymous with California beer. Whether it be the Elder or the Younger, the name is a brand within itself. We found the Elder hanging around Lake Tahoe and gave him a go. The crisp, punchy, and herbaceous ale fills the glass with a heady aroma. It is an honest beer and sometimes that is all you need.",4.5
